학번, 패스워드, 이름, 생년월일, 전화번호, 메일, 학과, 학년, 성적, 메모
2013624928,lzmokfmetizqcgkc,이지원,19831025,01033061587,bzvvivudn@knu.ac.kr,철학과,3,3.62,-
2002785704,wsvjkriojeverock,박예찬,19880309,01091250296,fooqyuesm@knu.ac.kr,한문학과,1,0.46,-
2004887293,taknuegmrrqdizet,김윤지,19900319,01086776144,zgvscvkmh@knu.ac.kr,섬유시스템공학과,3,4.29,-
2010517481,hirsicwwcklbapcy,이지아,19891005,01023263290,ykpkvuorh@knu.ac.kr,디자인학과,1,1.60,-
2010608696,iyfzxpjakyuhszsj,이시윤,20030107,01034317161,twssraece@knu.ac.kr,통계학과,1,4.29,-
2004050918,hxydvavrserfdoxz,정유주,20031210,01008114114,rwihuqako@knu.ac.kr,디자인학과,2,2.40,-
2009043770,zpexzmcywgqbhvtn,박윤아,19800211,01042700393,xyjcydcwa@knu.ac.kr,응용화학과,4,1.91,-
2013635067,sxygthmyercmpjib,황지율,19821123,01015147660,wtyjdjkbo@knu.ac.kr,영어교육과,3,4.22,-
2009011106,nvdkfwuxkvujigak,박민우,20010301,01042798100,uxiagtvmh@knu.ac.kr,화학공학과,4,3.80,-
2008014909,mzpjjqtopjvadtfw,김건우,19951002,01089168464,fdetwxoaf@knu.ac.kr,수학교육과,1,1.67,-
2010424893,ttdyoumcfhsttvmb,박지유,19860313,01026643774,rcuahxazj@knu.ac.kr,교육학과,4,3.86,-
2010892270,ciibufmlojfzvxhk,이지율,19831129,01003314447,wplmdvxqo@knu.ac.kr,융합학부,4,1.75,-
2014301873,sfmqbmkobayxpysf,이성민,19831210,01091016634,mleaysbwi@knu.ac.kr,지구과학교육과,3,1.81,-
2015854078,vyqqctrbkmeofhij,최지오,19971012,01062424831,fyqcedsde@knu.ac.kr,에너지공학부,2,0.64,-
2006873050,gsbyhgahadjghgyr,이지유,19820706,01010357816,adkprxjvn@knu.ac.kr,컴퓨터학부,3,4.20,-
2001344181,lwewmhcwuskojaky,서지성,19991214,01061432818,whyheoxur@knu.ac.kr,국악학과,2,3.90,-
2001385113,znrcabtufshegges,박지민,19811202,01060814528,qfutcwvtd@knu.ac.kr,신소재공학부,2,0.61,-
2000518970,vegodxrtlnuzixjv,이민재,19950803,01026576010,wirvyfpfz@knu.ac.kr,컴퓨터학부,2,3.56,-
2013448165,wbdbmozluxwbjopa,강수연,20060508,01078850971,bqwqdegdq@knu.ac.kr,가정교육과,3,2.13,-
2005239715,tgytiidpsptpgril,최세아,19820415,01080135670,bkhoneeyw@knu.ac.kr,수학교육과,3,0.36,-
2024085659,vlerbuyrjmvhyssy,김주안,19870409,01054244243,zveghsytr@knu.ac.kr,응용화학과,2,0.89,-
2006108034,gkycwdkgfrfdrgxm,황아인,19910225,01014148829,ojfhbllhy@knu.ac.kr,생물교육과,1,4.07,-
2001093255,vukkpofmbwxnocnk,박현준,20021127,01020382518,ouesxkobb@knu.ac.kr,윤리교육과,3,4.30,-
2023091507,lnnyqyauvnrkyyeo,정사랑,19810820,01095616359,vztbqtqla@knu.ac.kr,화학교육과,3,2.92,-
2022834451,vspbrvbxxxlkjxay,이유준,19911204,01007829254,cuidkzqoz@knu.ac.kr,환경공학과,4,0.17,-
2021125567,tuuirjwtphglmskg,이현준,20030301,01010592979,rcpswdfds@knu.ac.kr,노어노문학과,2,0.85,-
2003355549,xdyevusveasktfih,장나현,19991021,01030479068,woumbndar@knu.ac.kr,융합학부,2,4.25,-
2025392521,elukxsjzwmpcewtb,김준영,19910817,01006278177,hubvxsutg@knu.ac.kr,수학교육과,4,3.08,-
2016249262,fbceqshsivhwsoya,김우주,19820508,01026809068,kdaexaoij@knu.ac.kr,화학과,1,0.60,-
2012894177,nvurcygnuldeyhze,이시현,19930909,01060138284,lhmqqfhfi@knu.ac.kr,국어국문학과,1,1.99,-
2004484636,jwbknvtjbrinhqxu,김재윤,19890813,01078861484,wvrijutvr@knu.ac.kr,농업토목ㆍ생물산업공학부,2,1.28,-
2023214539,qivxqnlqujybgehi,이지성,19820717,01066986145,ilmctvjwp@knu.ac.kr,영어영문학과,1,4.27,-
2017083001,hejbopwytxwuhayj,박승우,19820220,01078540334,vsxgvrijq@knu.ac.kr,건축학부,2,4.16,-
2022425294,ckrzagomrtbbrxyu,송시현,19891019,01001260043,iihmxldzc@knu.ac.kr,미디어커뮤니케이션학과,2,4.21,-
2016409850,jocfxnanenkjfcvk,이도하,19900829,01091906448,fchpuwxxx@knu.ac.kr,섬유시스템공학과,1,4.07,-
2005458947,txtqxdvetdnnxipp,이서현,20030727,01090510069,gtzimhyfu@knu.ac.kr,불어불문학과,2,0.21,-
2019190938,csakkqnwfkfjvitv,이지환,19850823,01011925892,soberaekq@knu.ac.kr,국어교육과,1,3.60,-
2025207853,ncqapyydswzozpuc,황하진,20040501,01020957163,akqcjwcow@knu.ac.kr,지리학과,3,3.86,-
2012021084,apebyleaafiaiefn,김윤아,19850927,01097790219,ipryvdhip@knu.ac.kr,전자공학부,4,0.22,-
2017251539,apumuadvsvqzpvri,최서영,19870818,01076385295,msgvkxdju@knu.ac.kr,고분자공학과,3,1.28,-
2011012251,tsrwpowtlotoesrp,김지오,19961228,01071705757,xbzngbsla@knu.ac.kr,지구시스템과학부,2,0.97,-
2014864981,ejkhsdtwvzjzlrtu,김도연,20030610,01093661502,kaivavzen@knu.ac.kr,응용화학과,2,2.23,-
2016892937,ttfazohryfcwygor,이이준,20011201,01082143892,drirtagzn@knu.ac.kr,기계공학부,2,0.55,-
2010045985,lollkpklufcfwiqt,강하준,20050316,01075411708,kdpujsdfl@knu.ac.kr,디자인학과,3,0.57,-
2023544991,etaozljvefxpfati,이유준,19950501,01073343869,jsrnodpsg@knu.ac.kr,한문학과,1,1.10,-
2001948255,lizopquwtjvalcxs,김현서,19910215,01024512784,dsztviuzi@knu.ac.kr,지리교육과,4,2.02,-
2001543038,dlkdixwwtxwseexj,최동현,19901201,01014734686,bmrenhrwy@knu.ac.kr,음악학과,3,4.15,-
2025561519,eagbfxmmcubxjorl,김지수,19880203,01079193544,mynvrvcil@knu.ac.kr,신소재공학부,3,1.17,-
2005435914,coffdrrxxsjifkod,오이준,19921122,01096888854,nfxqrdgwv@knu.ac.kr,국어국문학과,4,3.18,-
2022780947,zkdqwxplrrjighkc,강주하,19800809,01062821356,xjsrqfoxx@knu.ac.kr,생물학과,2,4.19,-
2010696686,enqidwppesyxnbbl,송서율,19950905,01051487750,yadqxywmt@knu.ac.kr,건축학부,4,4.12,-
2000790200,nqpkqevimizdbzdf,이소이,19840411,01038878720,ngzrcusnr@knu.ac.kr,윤리교육과,3,4.17,-
2013733999,xzpckfeeekrqnsib,정도연,20040624,01060438759,upuimactu@knu.ac.kr,수의예과,1,2.41,-
2014611773,gxfeoxmmgzlijzhj,김예빈,20011229,01014329888,yajredupp@knu.ac.kr,농산업학과,4,1.72,-
2007041672,unnuuxgkavksycjl,김재윤,19930716,01002696718,cicawsdby@knu.ac.kr,음악학과,3,4.08,-
2009668682,rjrirwtgohlqqrab,김서준,19980411,01002782399,qenrhtcsl@knu.ac.kr,수학과,3,1.66,-
2013534647,nthxyqnowpqcxqli,권시우,19811002,01058304450,pnajjelqs@knu.ac.kr,중어중문학과,2,4.02,-
2017623185,rkupedjsoevtchwy,이서아,19941216,01066477043,iumfdqzem@knu.ac.kr,국악학과,3,3.47,-
2004600609,opgubsqxpobjldqn,한하율,19821208,01004311564,jeplwsiqk@knu.ac.kr,의류학과식품영양학과,4,0.53,-
2016227595,ukhxkoezwllusukp,박이든,19870122,01020975606,hhvjkcgqe@knu.ac.kr,경영학부,3,1.41,-
2004300639,yixdhmxfradsyenq,박은성,19920221,01025132026,kkfeexiew@knu.ac.kr,국어국문학과,2,0.92,-
2007171649,nankkfjlukjtqrsb,김예원,19960215,01053074486,kiuayzlpj@knu.ac.kr,지리교육과,1,3.58,-
2000983805,bdpbhkmfctkxjjxh,박동현,19980708,01052319936,aybyjsbiv@knu.ac.kr,컴퓨터학부,1,2.18,-
2003109578,suvtbnzzsckhjqcj,윤예성,19841009,01048465581,vwamwejlk@knu.ac.kr,노어노문학과,2,2.17,-
2001183524,hixqljkuelwevpvi,박서영,19951007,01002192468,unsjcovex@knu.ac.kr,에너지공학부,2,0.73,-
2004875744,dzgzxdvtqzybzftv,이아영,19841012,01047195835,crvmxsuor@knu.ac.kr,역사교육과,4,2.30,-
2000742839,pqacptxgeguvdntw,강소연,20030908,01013985117,qmfstaggz@knu.ac.kr,경제통상학부,2,1.70,-
2002301758,ddgswhuvbdndiljp,정민주,19920318,01006542673,gfbriyatg@knu.ac.kr,역사교육과,4,1.55,-
2018925769,mxsvnylaxheevfji,윤우빈,19980112,01025827717,npfpvugyu@knu.ac.kr,유럽어교육학부,1,1.24,-
2020001516,ofmarjdgyzuoumei,김유준,20010306,01091241401,vfztwqpiq@knu.ac.kr,물리학과,1,1.91,-
2018633749,begavdlamqeegjti,김준우,19960526,01069211580,lfblougqe@knu.ac.kr,심리학과,3,0.63,-
2009522441,gkxdyziedutoqvhf,최다온,19811005,01072758988,rjgmzigcz@knu.ac.kr,에너지공학부,1,4.03,-
2001251559,tlrfjqcngzuudfcj,이윤성,20010902,01017633792,ircpfftch@knu.ac.kr,에너지공학부,1,1.50,-
2024953817,amhzsxefhskcoilb,최윤우,19990101,01012341326,yunfqvbft@knu.ac.kr,우주공학부,4,1.26,-
2022146948,qkwcdaeipcccrkut,박승준,19850109,01053399004,dclpylqhj@knu.ac.kr,경제통상학부,2,1.45,-
2008889984,qhtpqsxkomsetusq,김정우,20010105,01008614452,ucrcxrebk@knu.ac.kr,물리학과,1,0.73,-
2022401925,mpakacqsfefxvpfv,서지우,20020313,01008163165,qzibqbggt@knu.ac.kr,바이오섬유소재학과,4,4.01,-
2018328200,ghhtnjqxtmmaaxxg,송예나,19870823,01031198118,rwrelfeps@knu.ac.kr,산림과학ㆍ조경학부,1,3.03,-
2011362440,uhyporbbpiyudmkq,전은채,19890319,01020102720,okpekfnbp@knu.ac.kr,한문학과,4,3.37,-
2012012209,suludgedaoopgxax,한은찬,19931217,01099563406,uthyciitu@knu.ac.kr,치의예과,4,1.90,-
2025192114,ebiiywjciklkwbjx,김하연,19820901,01086685573,cvogonwfo@knu.ac.kr,약학과,2,2.04,-
2022683410,mivansijvnxjbeem,이다온,19830526,01022589029,ezgvijfsd@knu.ac.kr,유럽어교육학부,4,2.78,-
2022083120,eqvybatamkiiknsb,이예빈,20000929,01093270339,mgipcdpxv@knu.ac.kr,국어교육과,2,0.59,-
2019247592,gklkknqfzycsyhki,박사랑,19970107,01062159743,wmkoblkpq@knu.ac.kr,치의예과,4,0.57,-
2012658765,kvnimbgyvprtukli,박지후,19860425,01076069733,sortlnfrk@knu.ac.kr,유럽어교육학부,2,1.66,-
2001198832,ggvwbrrmgwotwhna,이민재,19891125,01089502695,bnatpcuns@knu.ac.kr,식품공학부,4,1.45,-
2019858232,oistoedogvozdwdl,이윤성,19820329,01008168321,tvwcxliuc@knu.ac.kr,영어교육과,4,3.84,-
2023126570,fyefnziajaychdxg,송다현,19920415,01080528352,dovmlpfrm@knu.ac.kr,미디어커뮤니케이션학과,2,1.31,-
2004805611,ntaikqzftyhjcxhj,전시연,19830504,01076302792,dlvrjymup@knu.ac.kr,화학교육과,1,3.52,-
2006400837,kgupegcnvglzrgvh,김하준,19980913,01005508342,pssudfnlj@knu.ac.kr,우주공학부,2,2.64,-
2022870995,psqcgtbhphsprtro,이준수,20000615,01007262135,hjpwmtqqr@knu.ac.kr,지구시스템과학부,4,1.24,-
2008119219,mrgamarkurcwfqpq,김윤재,19971102,01054699873,atdqhpqsz@knu.ac.kr,치의예과,2,4.09,-
2013928567,avplsmfsdizarapz,정시윤,20021217,01061578152,msgwlckhf@knu.ac.kr,미디어커뮤니케이션학과,3,3.93,-
2007357074,pknthogvlvalkoeh,김나윤,19830601,01098351460,kkzgyfakn@knu.ac.kr,전기공학과,4,2.29,-
2015110942,namrzhozckwxyxkn,김다인,20000629,01041947769,jyhcdkazx@knu.ac.kr,정치외교학과,2,3.85,-
2020934570,kzsvcxbucjcbalye,김채은,19881121,01008517184,ggaowjsqk@knu.ac.kr,물리교육과,3,3.91,-
2004808222,wlfoioqxpcsfghxc,최유하,19970702,01073392224,owbbrhtud@knu.ac.kr,토목공학과,2,1.63,-
2019348738,gllhaadplbzjktbc,조승현,19950511,01074254378,veiabrtuj@knu.ac.kr,경제통상학부,1,0.53,-
2013611472,nruxxkcvhfjqhwmy,전수아,20041216,01035649578,gluwphccr@knu.ac.kr,농업토목ㆍ생물산업공학부,3,4.15,-
2022385243,erarzltayqrgoyvh,정태오,19810504,01093366870,olecfbamp@knu.ac.kr,식물의학과,2,2.23,-
2022503566,evgxvcqgbjiqbqyd,김태윤,19930702,01053003054,vgttawhfj@knu.ac.kr,물리학과,4,2.14,-
2001335840,bxpzcuycphmhjvol,황나윤,20030621,01083162230,btfsrztfj@knu.ac.kr,역사교육과,3,1.55,-
2015204113,sdkgsuxjznxtwdzo,이민재,19900714,01058528851,nohvtegim@knu.ac.kr,음악학과,1,4.16,-
2005433397,hexstbrpatesgbzh,김승민,20051026,01071368465,cxceilgfj@knu.ac.kr,농업토목ㆍ생물산업공학부,2,1.77,-
2011800549,avsavewgxfnpfkpm,이재민,19930521,01017488767,qvlcklszg@knu.ac.kr,원예과학과,1,1.29,-
2014491703,slrtfwcfkjnjeave,이예린,19941224,01011518494,ihyrshien@knu.ac.kr,식물의학과,3,0.78,-
2016364702,yurdyutpcilxvrod,김태양,20020919,01032059946,xmpimseru@knu.ac.kr,체육교육과,2,0.09,-
2013033568,bgurgrxegjzxhylo,김시원,19891007,01031304469,xigqsnxab@knu.ac.kr,노어노문학과,4,1.44,-
2021324905,locivizqyvgqkitz,조유진,20011024,01065474609,ruzlhsdff@knu.ac.kr,가정교육과,4,2.56,-
2014813283,vipulpbperiuvirs,김도연,20040914,01004101559,ecgogfdri@knu.ac.kr,식물의학과,4,3.96,-
2001005643,svcsvkbetyarfidq,박나은,19831207,01094410323,lgpqfnjfs@knu.ac.kr,역사교육과,4,4.11,-
2005136180,bjjhwekfxyqnoqnu,이리아,19830716,01008599808,bzxeokjml@knu.ac.kr,윤리교육과,3,2.92,-
2006747682,pqksixaddgvslotq,김은서,19860201,01062207463,spjhkfufv@knu.ac.kr,지리학과,4,2.77,-
2021144491,nkozfzujemxkshqn,조도하,19940122,01025142409,tyxrxravd@knu.ac.kr,일반사회교육과,4,1.77,-
2018293739,vpxppabtwxrrpsnh,박지유,19981013,01025335418,pkxkcyjgk@knu.ac.kr,치의예과,4,0.05,-
2022450587,ijlqdpbviaoktbho,김승우,20000914,01066716107,qbcmeujny@knu.ac.kr,의예과,4,3.48,-
2008356548,naoouobhmgboczuc,황민혁,19970206,01013887488,rmdmixuhr@knu.ac.kr,사회학과,1,4.20,-
2016055238,chchuvfnoaozjcpv,김혜원,19880126,01077689078,vbkjzgkbs@knu.ac.kr,식물의학과,4,3.94,-
2015564191,kllkohupepyxshng,김유나,19820815,01078362363,uxotagyjv@knu.ac.kr,의예과,2,4.08,-
2014053529,sljcnjewiccrypls,김다온,19871201,01041087537,unnjyziag@knu.ac.kr,전기공학과,1,1.48,-
2021782456,sliqqclglgaanmvx,김서진,19910309,01070407902,fxpukuxng@knu.ac.kr,철학과,1,1.47,-
2001347599,lurfxvgqpjmxdliz,이선우,19980822,01030075934,sivnowksz@knu.ac.kr,화학교육과,3,1.09,-
2001422553,jgszddenjtpxcqor,김하율,20060513,01073060379,drpfduprr@knu.ac.kr,환경공학과,4,0.08,-
2002348079,ngpmwmqslatfelvf,이하연,20010328,01024607496,sjbwsourz@knu.ac.kr,간호학과,2,4.25,-
2016140855,bdehzadnnclagfmy,김서진,20050722,01063235884,jjsssiyaf@knu.ac.kr,영어교육과,1,3.65,-
2009685205,drijbtnhyppmjqrm,이유하,20040312,01021592226,udynaebaz@knu.ac.kr,화학공학과,3,4.18,-
2022494509,tperntdgexbvxmvw,이현준,20040626,01015281577,fxiqrlvws@knu.ac.kr,화학교육과,1,4.23,-
2021637788,woofdvwctbwyaqwb,신동현,19961019,01000423173,zmkgmimxl@knu.ac.kr,미디어커뮤니케이션학과,1,4.10,-
2019057751,obperdighnldiqom,정예빈,19890506,01068986245,gfzmhoabp@knu.ac.kr,교육학과,2,0.44,-
2023379733,slupantpbsdzbjiz,윤현서,19890829,01040150777,jbiczubtm@knu.ac.kr,교육학과,4,4.26,-
2003832534,buelgxkpgihtsklr,김지원,19820322,01046714632,himqcdtsr@knu.ac.kr,지리학과,3,1.86,-
2005497726,nmbgfyypfhyukkhz,이예나,19910922,01050934938,sanfidvba@knu.ac.kr,식품공학부,3,0.59,-
2018947171,tzbfltpacqqyyghl,최서우,19870429,01051349143,ffwzrhqlt@knu.ac.kr,지리교육과,3,1.48,-
2014289688,jjeffygqksvweyyk,최민찬,19850107,01055605347,kmxuprgoz@knu.ac.kr,고분자공학과,2,4.08,-
2015145606,yxgvjkuhuzixdvnm,김지윤,20010213,01011000158,vvqxrixfs@knu.ac.kr,농산업학과,2,1.13,-
2012562157,whmdofvogjmpafru,박우진,19931218,01017258649,twcepinoh@knu.ac.kr,유럽어교육학부,4,4.21,-
2002320081,ihxyndgcohhryceu,이성준,20040701,01092088136,rqnrfgsbo@knu.ac.kr,물리학과,1,0.88,-
2023545039,tpfbtswwexlkqfmc,조지윤,19880909,01084844648,tcmjqoead@knu.ac.kr,산림과학ㆍ조경학부,4,1.90,-
2006148780,gmclhqrnlaojxort,김정우,19810627,01094740739,gwvmdhrej@knu.ac.kr,섬유시스템공학과,1,4.19,-
2011172098,idrrkbuqpztjrcsf,장은찬,19930205,01055370509,tgzrcncgn@knu.ac.kr,전자공학부,3,0.05,-
2007390588,pgmbnqeoqjfuuksq,김유진,19880318,01016702362,fsfabnztk@knu.ac.kr,지리학과,2,3.58,-
2008269951,phuebqjsaysjsxeb,김서우,19960409,01029166871,ccgffwwdl@knu.ac.kr,사회학과,4,2.37,-
2011495119,ykkhqtkkkxihvlax,윤준혁,19841005,01096801343,owhvejebn@knu.ac.kr,경영학부,2,1.87,-
2007286516,tismxgdklqucpqbo,김이서,19980727,01026515563,ikkhyfnsm@knu.ac.kr,한문학과,3,0.60,-
2015864537,pukvhemubwyomlqy,박현서,20060919,01031893796,mgcfwfdso@knu.ac.kr,수의예과,2,1.92,-
2003950307,edcyndmamdsmvwjh,김태양,20030516,01096299441,ccevcjzod@knu.ac.kr,농업토목ㆍ생물산업공학부,4,3.93,-
2021741025,henpedqlilzakjjn,김민찬,19820615,01065038188,qwwdhpfnj@knu.ac.kr,바이오섬유소재학과,1,0.70,-
2024436365,aypsmmqgbpgpfnxx,이도현,20040907,01026551726,ucmpqksux@knu.ac.kr,일반사회교육과,4,2.91,-
2001914951,jivotuaxrhauakus,김수아,19950429,01081506069,qovtuujmi@knu.ac.kr,컴퓨터학부,4,2.88,-
2000776825,hzaqgvpykbxgmngh,조민지,19850928,01016742684,xahsorios@knu.ac.kr,디자인학과,3,4.06,-
2021311350,wlxnkohicctpfymg,박주원,19930106,01052870404,wfhljflpl@knu.ac.kr,사회복지학부,4,2.98,-
2022096607,ljwyljgfaxzbghka,박태윤,20001216,01019384171,aifsogmgr@knu.ac.kr,사학과,1,4.25,-
2001571381,ibzisjamsczlybiu,안지원,19970207,01010497390,cgearzxhh@knu.ac.kr,영어영문학과,3,1.54,-
2023119902,czfkxaviukdweznw,윤유하,19931020,01094794639,ljjjrxbob@knu.ac.kr,간호학과,1,4.05,-
2024420957,tujobtpmehsyceah,이하람,20020527,01024191905,buhqtuimx@knu.ac.kr,윤리교육과,4,4.30,-
2016794560,fqxnyiedbgroaezf,이윤재,19931118,01035727834,vooehvqjs@knu.ac.kr,섬유시스템공학과,2,4.19,-
2003827032,znhdomynefwsqsjo,정혜원,19950910,01016798473,ffgcgdjxm@knu.ac.kr,불어불문학과,1,1.79,-
2010775564,uinlxfilhyeuqrap,정승우,19940527,01072529438,ozqzpmtgk@knu.ac.kr,화학과,4,4.15,-
2007308613,vrxaprrprjsnorjc,이서진,20000109,01065883726,axwqmdrsu@knu.ac.kr,영어영문학과,1,2.92,-
2021827802,kqylnnjfrtxamxxl,김세은,19940209,01038346305,runtxnnni@knu.ac.kr,교육학과,3,4.28,-
2001956329,jhsvsanhczxcdzop,김은호,19981020,01024772411,wwlbyfjgf@knu.ac.kr,식물의학과,4,4.15,-
2019351849,ebcjkhdvowskclic,서윤우,19910613,01052740275,evulokxlw@knu.ac.kr,사회복지학부,2,1.74,-
2002667567,hhonlkqyyunvmvew,김서우,19800505,01046308682,mfioahqwy@knu.ac.kr,일반사회교육과,2,1.88,-
2001693484,yehdddzymhdfluls,이주하,19850523,01013146473,wmlgeobec@knu.ac.kr,식품공학부,3,3.07,-
2016195600,etcmoqvkbottxqub,황소율,19960311,01025383224,wsnlsqqgo@knu.ac.kr,물리학과,3,0.09,-
2018853892,jiiyancxssxbfhki,김도하,19961015,01044716171,fnnhefsjp@knu.ac.kr,환경공학과,2,2.62,-
2022655900,blccloiyutnlhcge,이채원,19860206,01057511388,kmqpgeudf@knu.ac.kr,생명공학부,4,1.52,-
2018779370,kwtlogmbyvblzehg,권시원,19820324,01090789370,scexpanus@knu.ac.kr,에너지공학부,4,1.46,-
2000254417,skxwquvdubunxfea,윤태현,19891225,01080078037,xilrsfuav@knu.ac.kr,화학교육과,3,1.98,-
2003150748,ymvqmalfsgcngexb,김준영,19900508,01006212702,wiqiifndm@knu.ac.kr,고분자공학과,4,4.05,-
2004354491,jfudbxyajzlpwxaq,오소윤,19890203,01025059478,woaxzekin@knu.ac.kr,노어노문학과,2,1.36,-
2015814327,xzntjdyjxxswkiuo,김정민,20020507,01047896615,wgdcvqrpg@knu.ac.kr,건축학부,4,2.36,-
2024455455,efqluddjpencotyv,신서하,19820711,01010424857,bnwrkhhkb@knu.ac.kr,식품자원경제학과,1,2.20,-
2000513986,pjgbvlopfbzccipq,김주안,19860329,01082368857,juykxfcze@knu.ac.kr,지리학과,4,1.27,-
2005941498,paszdjddziqguphh,조서하,20020218,01012251185,iiigjmugj@knu.ac.kr,화학과,1,2.87,-
2012238761,ddjdtbkbbeilwgko,김예성,20040328,01080060580,uyhtgbzto@knu.ac.kr,독어독문학과,4,0.74,-
2009875454,pbegivcvaivqarak,이지호,20011025,01049311293,xbnhrtpnv@knu.ac.kr,체육교육과,3,3.11,-
2016924762,cmimyrinqtavgozc,김태민,19961020,01043900885,xpoincmgi@knu.ac.kr,응용화학과,2,4.26,-
2008020199,vraycwptdrvucocr,김시아,19830516,01042910770,wyfhktmck@knu.ac.kr,신소재공학부,2,0.67,-
2015192114,hdqioijumceuompp,김준우,19941013,01051219793,lujhqeeei@knu.ac.kr,섬유시스템공학과,4,0.88,-
2021115629,yjrrflwntehnrosk,오준,20030829,01084593775,rhyxiukyj@knu.ac.kr,사회학과,3,1.85,-
2002075590,mvjzvwnbdkmbmvzl,서예빈,19901204,01017290015,zqbmhyyul@knu.ac.kr,사회복지학부,1,0.44,-
2006972338,hrxyzyewmxfjsbsj,황하준,19810402,01094616597,visaowjsk@knu.ac.kr,건축학부,3,4.26,-
2010630468,gqgsleexwcodhqxl,김지율,19870217,01048464778,vfyhvbsjk@knu.ac.kr,국어교육과,3,1.17,-
2017584875,aoeryyktsrepnmgq,김혜원,20020127,01024802313,nakyxqrpi@knu.ac.kr,화학공학과,3,0.64,-
2025769021,rltutcoiflsxrqcs,박지윤,20040427,01034727809,cuylqmkmj@knu.ac.kr,사학과,4,1.91,-
2022170807,pxnhgpdthzaihswo,이동현,19960209,01077330803,hbwligcft@knu.ac.kr,화학과,3,2.29,-
2003659114,brsfyckqwposeoiy,김지현,19870712,01069092097,pynhirgds@knu.ac.kr,독어독문학과,4,4.28,-
2007583635,wuhvsrsuafcxvtqa,서은호,20050613,01057074881,eliirkosu@knu.ac.kr,치의예과,4,3.10,-
2007836496,bsxunwsempgzoszi,한다온,19931004,01018266924,cdqzrxroy@knu.ac.kr,스마트모빌리티공학과,2,2.32,-
2014245712,yghivkqilhorzdpx,김지성,19851025,01085510457,iknrvdffg@knu.ac.kr,심리학과,1,0.61,-
2007535326,orlduzhnulfurzgf,김하율,19960719,01012056540,mtmzecifr@knu.ac.kr,윤리교육과,4,4.10,-
2014570821,idwiymywxdvlotdl,이소연,19890125,01090374181,lzpnbvatq@knu.ac.kr,전기공학과,3,0.12,-
2007266315,djzyqsthvnozlhay,이민호,19990518,01090276057,owqbrvtip@knu.ac.kr,수의예과,4,4.12,-
2020501131,qjuszhphiyjzhqou,김유진,19890211,01068640670,svaoldpqt@knu.ac.kr,영어교육과,1,2.23,-
2020962895,xxauqxvywiqdsgtv,황준우,19990422,01041644158,hcnzdzmri@knu.ac.kr,의류학과식품영양학과,2,2.74,-
2014031149,xtmxkzcakwowfewl,조소이,19870304,01004461408,lgkxmqymz@knu.ac.kr,미디어커뮤니케이션학과,4,2.40,-
2000974526,jkjnsawxkzyjojpn,이은찬,19850805,01078938053,ziftagfdd@knu.ac.kr,고고인류학과,2,0.20,-
2005513260,cvgrkmkhuufumcjf,최아린,19860211,01088538903,ryyqmoxlz@knu.ac.kr,지구시스템과학부,1,2.39,-
2018514924,fgexaozgfbcuhcgu,이서진,19950906,01051759904,tslpnkuwj@knu.ac.kr,유럽어교육학부,2,2.57,-
2001349602,zndpqhxyocuxdtsf,권지유,19951128,01081657749,oshyoavlz@knu.ac.kr,섬유시스템공학과,4,0.95,-
2008454842,xattyckdhkqlhard,오이서,20031108,01026779888,yfguowime@knu.ac.kr,가정교육과,1,0.33,-
2013273657,jklikwqhhbqgnkxt,박채원,20050723,01018037806,bnatxymls@knu.ac.kr,영어교육과,3,4.20,-
2014990923,ojwralzjlsevdxzp,이하은,19981129,01043133992,shzizyjtg@knu.ac.kr,의류학과식품영양학과,3,3.52,-
2021124995,dfcrmgimrmmtoouu,김지아,19991223,01008706588,tjbcacqbd@knu.ac.kr,전자공학부,3,4.07,-
2012911026,dopmvsjezbcofohv,이다현,19940825,01038282586,vjuhuzotj@knu.ac.kr,경제통상학부,3,4.14,-
2017461934,vskdqmpqaeagjrxt,김시연,19970329,01018063685,vsypejaai@knu.ac.kr,한문학과,2,1.45,-
2009253361,xhocoosodmfevxkw,박지성,20020824,01026009944,svvgqyeha@knu.ac.kr,스마트모빌리티공학과,2,3.69,-
2011825105,ujfhtzqvfcfcungw,김소이,19970920,01070327849,zxusgtkma@knu.ac.kr,미술학과,4,1.10,-
2002129947,anjllyvvkdyowpwz,이다은,20040528,01071349740,kirgpvjss@knu.ac.kr,신소재공학부,4,2.29,-
2000608909,ahnrshtrizdggxbu,김민우,19890301,01061098004,bnqrstbul@knu.ac.kr,의예과,2,3.83,-
2021117983,glezouteugklueli,박윤호,19841008,01089132758,ddbumadiu@knu.ac.kr,지구시스템과학부,1,2.59,-
2008349677,imafuayvmnstbgpy,이지현,19990711,01037490073,muismguvj@knu.ac.kr,고분자공학과,4,4.14,-
2007680846,bzuruzusvxighrrf,이승준,19810314,01035622507,kdtmopaub@knu.ac.kr,지구과학교육과,4,3.37,-
2001818750,ualmuycesimsgmjt,송승준,19921110,01022472171,skbacvinq@knu.ac.kr,화학과,1,0.90,-
2025547141,ehdvovxaulnirslu,김가은,19860104,01083407503,htwcpgghu@knu.ac.kr,지리학과,2,1.05,-
2020335422,lyalbykzxyrjhfrn,이연서,19800125,01094238367,abrtuzaer@knu.ac.kr,농업토목ㆍ생물산업공학부,4,0.93,-
2022039929,tgvmssgwbybfyals,이유빈,20040923,01061521639,imsdsgzpz@knu.ac.kr,국어국문학과,2,4.02,-
